id,text,label,sentiment
18954,i have high cholesterol,0,negative
25728,ugh lost the remote  gotta actually move to change channel wtf #****,0,negative
513,BGT made me cry tonight,0,negative
20321,"Had a great night, ashleigh makes a good dance teacher  And we kicked Bens butt at a pillow fight!",2,positive
6819,"I think it will be better when it has a circle on the background, no need 
to open to see the timetable",1,neutral
3509, It`s not as bad if you don`t combine. FX are nice. I like Windows 7 1000x better than Vista so far. To me Vista is Win ME reborn,2,positive
16079,"it`s `s birthday today, wish her a good one assholes! Sleepytime",0,negative
23316," lol `if u knew better, u`d do better, wouldnt wear Uggs in shoe weather...` awww RIP Stack B",0,negative
4491,"Lots of unnecessary notifications, the GUI is confusing and is missing a few features for a habit tracking app, like splurging only every X days (but no less).",1,neutral
4733,Worked well for my purposes,2,positive
2449,Early Mother`s Day dinner with the  family,1,neutral
5096,reeeejuvinated  and bored as hell.,1,neutral
9226,"Hi Team, I paid for pro version but ended up rebooting my phone. Now, it is asking me to pay again. How can I get my pro access again? I paid for it on March 16, 2020.",2,positive
24688," As appealing as that is and the fact I would hop on it pretty quick, I dont wanna impose on your sacred bday hun with ur friends",2,positive
5588,That sucks that u have 2 go through that  id b pissed 2,0,negative
12785,super duber high! this klondike bar is thee business.,2,positive
18654, Oh wow  ouch...,1,neutral
3410, Aye. Now I want cheesecake,1,neutral
25784, Sad  nothing.,0,negative
21715," woofers, I knew it was you",1,neutral
6803,average features,1,neutral
1517,sadly  brother told me there are no skateparks where he lives. BUMMER!,0,negative
13966,Mondays aren`t so bad when they are this sunny  #fb,2,positive
6672,_cali Good morning,2,positive
19688, everyone loves u sarah not just the tweeters! the today show couldnt stop raving about your beautifulness...,2,positive
8197, 20 at least hugh  happy trails,2,positive
4200,"An app absolutely focused on my needs... that has broken. The sync function broke down about 3 or 4 months ago, it can export its data to .csv but not import it.",0,negative
2664,"says alright, alright... I`m going already. Sheesh, well better be off early than late.  http://plurk.com/p/rpbd5",1,neutral
14300,_yeah - I know the feeling... Good morning mate!,2,positive
23848,"Aight, pau au`au... Heading to the Blaisdell Arena for the Ladies of the 80`s concert!!! CheeHee... Awwrrite!!!",1,neutral
1971, Lester?  Guessed her?  Yester-day?  You can think of something.  No cop outs now.,1,neutral
6730,This just displays your calendar as a time sector. Whenever you click on + it redirects to calendar.,1,neutral
1388,I love the app but a possibility to put in task progress (0-100%) would be great! In the updated version when I select the filter 'view all' on my widget the subcategories are gone... And now all tasks are only ordered by priority without regard for category. That is very very confusing!! Please bring the categories back!! Or at least an option to show them again.,1,neutral
26927,  Morning!  Happy Mother`s Day Miz!!!  Thank you Lance!!!!,2,positive
1485,@_supernatural_ http://twitpic.com/66l83 - I really miss her.,0,negative
1290,has two tickets to Amadou and Miriam for Tue. June 2 that I can`t use  $25 each to anyone who wants `em. That`s face value. Should be good,2,positive
8469,"Good, could be better I can not find where you can have a task repeat every week, month, year",2,positive
2688,  does the Creepy Lolipop guy play head esploder 5  ??,1,neutral
1036,Quite ordinary experience.,0,negative
3037, wat u doin my bad im mixin this song,0,negative
20078,   We`re idiots.  Ok mostly I was skint but hell I could`ve done something......,0,negative
4475,"Not so easy to figure out. I still don't get how to enter achievements in terms of goals, such as if I practice 15 mins but the goal was 30. No help in app.",1,neutral
7484,"Finally home! Tp tetep, kurang 3BT buat shooting kamis nih! Huaaaa, stress gila! Syapa lg ya?",1,neutral
3012,says she wants to be w/ marykay @ sendai right now,1,neutral
7549,"Lebih suka tampilan aplikasi yang lama, karena lebih mudah digunakan & diatur daripada harus terus scroll ke bawah untuk melihat hari berikutnya.",1,neutral
26781, **left off the 'again' in the title...whoops!,2,positive
3584,there are some bugs in the latest version that i haven't had before. it's always lagging and nothing is loading in the app.,1,neutral
11291,"Happy Mother`s day to allMothers, Cheers!!",2,positive
12425, hopefully the weather has been nice/cooperating,2,positive
8010,After work....Hillcats game!   .25 cent hot dogs haha,0,negative
1389,paid app,1,neutral
4962,"DON'T download. After installation my calendar was FULL of commercials! ""You won an iPhone"" events with alarms.",0,negative
22635,is going to see the Hannah Montana movie!!...lol...what a dork huh?!,1,neutral
2543,"Need to be online to use this app. In case you make changes in offline mode. It doesn't sync automatically when online. You need to again make those changes. Enable offline feature and offline data should be synced when ever we are online. Once this is done, you got my 5 star.",0,negative
3260,im surfin..,1,neutral
6305,"Suggestion: . In my one of task, Status of the task, progressing stage is very important to us. So please to add the feature in it. Example, 60% Completed in Task. (Manually user mention or drag the Percentage bar in his task) It will be useful to us. Thank you To Do Team..",2,positive
3561,"I am kind of sad that we are not able to choose where to put the tree on the terraine :( other than that, the app seems great!! Also would be interesting to have the actual forest overview as a widget on your display 💪",1,neutral
812,Love the app... Very powerful. Used it for 2 years.,2,positive
17649, Amen to that! My vitamins made me so ill  I felt better before i started taking them!,2,positive
9853, I sure hope so!,2,positive
18829,Headache  hanging out with my puffy. I love him <3,1,neutral
4186,_Ky_Monkey Hope u have an amazing day today Monkey! U deserve it!  No cheating on DEW & looking at THE PICTURE! lol Happy Bday! <3,2,positive
15292,Going to woodland hills  gna swim and drink. Makin the best of a good day. Yee,2,positive
2714,Happy Birthday Mommy,2,positive
21865,its my bday!!! I`m gettin older!,1,neutral
1923,"windows 10 version made my computer freak out, uninstalling for now",0,negative
8174,Is FINALLY having dinner... At Nishiki Sushi!,1,neutral
4345,Trader Joe`s 'sushi' is a fail.,0,negative
12465, great show,2,positive
24232,"Hey, im chillin right now, gettin ready for school   Mohawk Kidd",2,positive
6812," Yep, they sang your song!",1,neutral
21440,This is too much lmbo (litterally) I have to stop b4 I lose my twitter buddies,1,neutral
25909,i have no swine flu! because of the temperature screening here i feel like a criminal with my cold.,0,negative
6381,hey twitter! i`m back online!,1,neutral
3637,"The whitelist feature doesn't seems to be working, otherwise there is not a thing wrong with this app. It's absolutely amazing, so helpful and motivating...",1,neutral
19565," actually I meant motorbike. Not much touring, but I commute when possible -- about 90 min. roundtrip so it`s kinda like touring",1,neutral
3279,"The app crashes every now and then, no point of using the app when the timer freezes and the app stops responding. It is happening from the past 2 weeks. Kindly do something about it because a lot of people seem to be facing the same problem.",0,negative
1615,"Well thought out app for taking and tracking tasks. I love the way it can set up recurring tasks for various time periods. The comment taking works well, as does uploading attachments. Good device support and notifications. This one's a keeper 😀👍",2,positive
609,"  youre diabetic?   so is my dad.  & i might be too, not sure.  are you still allowed to eat sugar throughout the day?",0,negative
8573,"I don't usually rate apps , but I thought I must do for this one . I really like its simplicity and practicality , It has all the features that I needed , it's easy to use , ad free and all that is free of charge (I mean , it's so perfect 😀) . I really appreciate the hard work behind it . Thank you for this amazing app !",2,positive
9379, http://twitpic.com/4gnlp - THAT IS FANTASTICAL,2,positive
18453,the globe theatre rocks.......nothing better than romeo & juliet as it was supposed to be watched,2,positive
7218,"Programmer does nog work properly. It is changing times and dates on his own. Instead of saving time it is costing me time (and money for the pro version). I ran into this problem a few days after my purchase so i'm not able to get a refund while the app is unreliable, so practically unusuable.",0,negative
14176, blah blah blah.... just kidding dude  i`ve never had anyone offer up their stem cells before haha!,2,positive
2186,Biology final today. Then home to prepare for psychology.,1,neutral
3205, hahahaha where is that train? I want on! That should be a wild ride,2,positive
13634, yeah  and _LilJess_x did only ones that care for me,1,neutral
26468,my feet are cold.....i hate when my feet get cold,0,negative
7606,Checkin out oramarecords.com. Got a fever and cnt sleep,0,negative
6775,Everything I usually watch is pending!  http://eztv.it/index.php?main=showlist,1,neutral
948, It`s not gonna storm!  because I said so!,1,neutral
3518,"now it`s weekend! It`s so great!  I saw the rest of Twilight tonight, and i also have read fininsh  Break for know.. Could I do that?",2,positive
6692,"I love this app ; the only thing that would make me like it more would be if the text wrapping on the sections made more sense. Sometimes the titles of my events get cut off and placed in odd spots in the sectors. Also I've found the colors are very limited. When it looks into my calendar to match the color my calendar has for events, it gets it wrong or doesn't have the color.",1,neutral
11514, My pleasure.  Hear Kelli has new project!   #followfriday,1,neutral
7175,": Geez, a cool man like him be the villains. Too bad",1,neutral
8113,Too hard to use,0,negative
19848,I`m having a fantastically miserable time so far...,1,neutral
3404,"I'm a pro user, worked great initially but it is not opening and continuously stopping. Please fix this asap.",0,negative
2469,is wanting someone to spend her summer evening with whilst she`s in such a nice relaxed mood !,2,positive
2536, I`ll be at the new movie showing at the franklin on Thursday night.  several of the SLA faculty will be in attendance.,1,neutral
5491,Ooh hayfever has struck..thought I was going to avoid it this year but nooo!  Remedies anyone...?,0,negative
351,Just fine for me I mean it has a smooth transition and everything but all the cool stuff is paid it's like there's nothing extra for freebies you can do the same in a normal calendar.,1,neutral
14146," Hey lady, will you be coming to Canada in the fall? I`d love to see you in concert some time! It`ll be my 1st time!",2,positive
16133,SATS  what the its just around the corner.,1,neutral
6535,it only lets you use it linked with Google calendar. You can't have 2 separate things.,0,negative
4547,im going to miss khyy so much,0,negative
3677,no one calls me anymore,0,negative
2845,Download movie  Notorious http://tinyurl.com/d2u4gs cool #movie,2,positive
463,it does what it says and does it beautifully.... would have given it a 5 star if it would have been all free . but it definately makes the life easy would easily recommend it to my friends and family,1,neutral
22934,May the 4th be with you,1,neutral
25336,thinking about new.. oh yes .. btw bankroll stays at $14.88.. so down a bit from yesterday.. and I won`t whine about bad beats  ..,2,positive
25508," if you register now, you`ll be able to buy in pre-presale next year. Saturday`s gonna be mayhem on internet, wake up early girl",1,neutral
12325,Waiting for friends to call or email me bleh i feel unloved,0,negative
14075, Yeah that`s me  I used my initials for my Flickr account!,1,neutral
21185, your face makes people laugh. cause you`re so ugly. so you`re half-way there,0,negative
8608, Happy STAR WARS Day,2,positive
10779," and aww and HEEE. nicely done, your weekend guest! *approves a lot*",2,positive
3463, yooo myyyyye bust how I`m sick tooo... Just shoot me.  Long night tonight.,0,negative
11326,Oh tonight... Looking forward to it,2,positive
25632,Wrong button  ... My music biz building that is.,1,neutral
19107,She didn`t make the challenge,1,neutral
12004,Locked out of my **** house!,1,neutral
1271, hahah! sadly there is no current activity though in the room,0,negative
1126," That`s not what  said  I like you, too, though.  is going steady with , though.....",1,neutral
2134, all ur pic it`s so nice  look so cute..oh!!,2,positive
3790,There's a bug that makes the app crash in the newest update. Please fix this ASAP!,1,neutral
13173, I think I like them all.  http://bit.ly/lzRPC,2,positive
24926, www.youtube.com/watch?v=9FtuV3xMrN0,1,neutral
101,Ok,0,negative
3862,http://twitpic.com/4jj43 - Me and Ari,1,neutral
2258,found out that no one he knows is using Twitter.,1,neutral
20817,I am so sick and tired of this on and off rain,0,negative
8121,_cupcakes  sometimes plugging it into 240 can fix problems..,2,positive
2724, most of the time,1,neutral
18498,Watched The Rescuers Down Under with Dru and ate Mickey d`s. This is how Disney sequels *should* be done,2,positive
5115,Homescreen widget would be nice with more display option such as the progress bar.. etc,2,positive
8129,Usless,0,negative
6935, ohh i love green and purple.. and BLACK!,2,positive
5398,"This is a great app! The ability to track my habits and edit them as needed is really awesome. There are just 2 things I'd really like to see that would make this a 5-star review for me: 1) Full editing options (currently can't edit the frequency for my times per period items), and 2) A help/glossary feature. I'm not sure exactly what the link icon means, as it is 0 on items I've not done or done once, but 1 on items that I've done twice or three times.",2,positive
21837,Happy Mother`s day to all the mom`s out there in twitter-land!,2,positive
1123, aaawww  no worries fresh start to work on growing it out again,2,positive
6056,"While I love this app, there are a few things that I would like to see before I can give it five stars. The first being I would like for a right click to work the same as a long press, so that the app can be used on Chromebooks comfortably.",1,neutral
2904,"My boyfriend just broke his wrist, now he might need surgery  im so nervous",0,negative
13086,  heyyhoo!heyhey,1,neutral
6208,Give more features on par with Google Keep. Dark mode too is an essential tool that's sorely missing.,2,positive
20380, nah i understand you cant cancel i just wanted you to come,2,positive
21599, No worries..  Going to ABP right now. Want something?,2,positive
1705,"YAYAYYAYAYAY Toy Story 3 is coming out. June 18, 2010 though",2,positive
15914,"Last one month due to summer, strawberry is not availble in the Chennai markets!",0,negative
21487,"WOW, got killed on first wave of Horde on Gears. FAIL",1,neutral
11325, glad 2hear it kerry!!! didnt know u were on gmtv this morning & i missed it!,1,neutral
11808,"4 hours of sleep, a migraine, again? What is wrong with me?    hate my life",0,negative
4888,Sitting in boring **** litterature listening to jack Johnson  missing the gf soooooooooooooooooooooooooooooooooooo much.,0,negative
10203, I`m dying to read it!  I hate England.,1,neutral
3592,Initially the app worked really well but now it is not opening and I dnt know what to do. I also tried clearing the data bt the issue still remains.,1,neutral
5696,"Terrible! I've had to move from Wunderlist and the syncing doesn't work, which is so important for me. Also can't set it to add items to the top of the list. Have to scroll aaaallll the way to the bottom to have to find item and move it to correct location.",0,negative
8868,"Lost his favorite thing he loves to always have on him, his story of the year Key Chain..",0,negative
872, You`re welcome. There!  I added you already!,2,positive
14386, hahaha. do it  you`ll have a blast.,2,positive
5889,Wunderlist !!!,0,negative
8516,feel. sick. too. much. cheese. on. toast.,0,negative
14978,finished watching the movie `mirrors`. I liked it but it really didnt do anything for me  5 out of ten i give it   // cool http://g ...,2,positive
8778,Functionality for which I paid has been removed in Android 10. I AM SICK TIRED OF THIS STUFF GOING ON.,0,negative
10322, Ohhhh! Ok! thought that I was going nuts!! Maybe they will pass through here on the way back!,2,positive
6029,Is good standalone... But: outlook integration is confusing and ineffective. I have to use onenote as my todo at work.,1,neutral
10661,Such a busy day today!! Banbury Fair fashion show tonight and move into my apartment tomorrow! i have no started packing yet,0,negative
3864,P-Nutt got a new collar and leash today  http://apps.facebook.com/dogbook/profile/view/1034415,1,neutral
25421,: So wonderful to spend Mother`s Day with my mum.,2,positive
2926,well it was good until it just kept crashing and I don't know why,1,neutral
8971,big day 2day the xt launch was amazing! so much free stuff thanx 2 the edge and telecom! found the phone i want...cnt afford it yet tho,2,positive
9210," You know I love me some Jordie...but that is not the best version of CG, admit it....lol...",1,neutral
8127, - and yes i like the vids,2,positive
26527,Summer is finally here! Graduation in a week!,1,neutral
21417,"Morning all  sun is shining, birds are singing - time for a cuppa T in the garden while reading tweets  http://twitpic.com/4ws9r",1,neutral
20036," Me too, because Monday is end of weekend. But, we cannot escape it, so I wish you have a good week",2,positive
19006," they are evil mean people, who hurt you. I have a terrible phobia of dentists, but had toothache from hell this week",0,negative
22957,i just fell going into my house.. not fun,0,negative
17759,  if she sees that she will cry! lol,0,negative
8584,"Been using this app for a year now, and have created something like 20 lists that contain sublists, reminders, to-do's, groceries, pretty much anything and everything, and I've been so pleased with the whole experience. In my opinion, this is the best task app for Android, and the developer tries to sort out issues and responds quickly to feedback. I Highly recommend this app.",2,positive
7598,"Routine maker is amazing.., but notifications are not coming when the phone is in lock mode. So, i uninstalled it.",1,neutral
11506,Dang my own LDBF didnt give me a Follow Friday shot out,0,negative
5012,"By default, before the current update was rolled out, tasks were set to the date 'today'. Now they are being set to Feb 1, 3880. How weird!",0,negative
23907,Mourning Venus` Third Round Loss....,0,negative
3062,just spent an hour trying to get the newborn bird in my front garden to fly. poor baby  no success!,0,negative
26507,working!   I am so ready to go.,2,positive
2412,this app helps me stay organized with my online work during quarantine. it reminds of assignments that are overdue and lets me set priorities for each assignments. really helpful app if you're a procrastinator like i am.,2,positive
10722,guess im staying home tonight...no movie-ing for me,1,neutral
14313,What do u see in her that i dont have  ,0,negative
26455,"@_Janet_ ouch, I hate it when favourite items of clothing get ruined.",0,negative
1669,"Better than Trello for personal, everyday GTD.",2,positive
6830," Yes, sir!   See here http://is.gd/wz2K",1,neutral
12281," most definately! They are having a hard time, cuz I`m so young & never saw this, but I wrkd hard making cars & now I`m disabled",0,negative
5334,closeness or distance? closeness... but now everything seems so distant...,1,neutral
2100,It is good sometime app does not work properly. Intimation not shown on time.,1,neutral
4672,"Great app. Quite simple, it has a specific purpose, but does it well.",2,positive
20118,New top!  http://tinyurl.com/cyd3pp,1,neutral
11928, Or nudge the partner! Good birthday/ christmas/ I just want to buy you something gift!,2,positive
2757, Gotcha ! Let`s meet up @ The Twitt Cafe,1,neutral
9665,"The UI is not attractive, to begin with. Text overlap and the fact that the only screen orientation available is landscape immediately turned me off to the app. The layout is not bad and puts all the information right in front of you but it looks as if it was built for Windows 98. I certainly was not willing to pay for the full version when the free version was so flawed. I can find better free apps with more functionality than the paid version of this one. It needs some work.",0,negative
8534,Listening to have heart. Aka i took over carlys last.fm      its 4am need to be up in 4 hours.  Looooong day tomorrow,0,negative
10482,"Goodby, Silverstein's new site... http://www.goodbysilverstein.com/ I enjoy it.",2,positive
2214,_c ive sorted it now operating system and all apps are on a seperate 60gb drive,2,positive
8663,Mm. Goodnight. Going to play Rock Band 2 `til it`s time to watch SNL with Justin Timberlake.,1,neutral
22945," I`ve had  for a while now, just in case. And yeah, I start work there again tomorrow. Very excited",2,positive
23233,The only thing about preparing 5 sermons in one week is just when you think you are done...you have to prepare the powerpoint slides,1,neutral
23193, thanks 4 the folow,2,positive
24551,_B You didn`t see everyone going on about it on Facebook about 3 months ago?,1,neutral
24360, check out the Conchords `Business Time`,1,neutral
7776,The app is great but the notifications are not working. Please do help with this issue.,2,positive
2237, that`s odd as it`s on my lap  maybe that`s your cat O: s:,0,negative
8558,"Have had this app for about 2 weeks and I love it. My last app crashed terribly and did not recover, lost everything. This app is super-simple to use with the right mix and selection of tools. Will update my rating in time.",2,positive
4991,Oh no one minute too late! Oh well,1,neutral
3222,"  Sadly not, no. They`re his colleagues and it`s a work party",0,negative
372,JB on the front of factor x!!!!! wooh contest timeee,1,neutral
2633,_jane   hope yours will go away quicker than mine (10 weeks now and counting),2,positive
18080, totally agree,2,positive
9091,I would give it a 5 but I recently got a new phone and I cannot sync at all. I really needed it to sync. Very disappointed because I followed all the steps in my email. Please help,1,neutral
1672,testing out ymtumbkr on my iphone  http://tumblr.com/xiy1qycvc,1,neutral
254,"Not a fan of being constantly reminded the moment I begin 2 experience your app that every setting or option is not fully functional or could be better with a subscription Everytime I look @ settings I'm reminded, when I configure the app I'm told about the subscription of $35/year. How bout letting users experience the full benefits of what u have 2 offer for 30 days b4 making us sign a yearly sub instead of 7 day free trial? This is an opportunity 4 u to humble your customer base #SunriseApp",0,negative
6836,I lost followers  Was it something I said?  I swear I am not into freeballing.  Ugg that is the last time I mention that thing.,1,neutral
11457," Hmmm, should have looked at it a little more methinks",1,neutral
6061,"A Tease. I converted from Wunderlist to ToDo only when I read that I could send my family members lists. When the link is clicked on it states that the ""List Is Not Available Now"" and """"It's not you. It's us."" Then I read that members have to be on the same account. I like the new ToDo but I have tasks and lists assigned to others but no way to communicate that.",1,neutral
18623, Just DMed you your login details for the Twitter Salvation System. Enjoy! do let me know what u think.,2,positive
19243, yeah quite a few kids in my school got swine flu. they only close down the school if its 30 kids or more,1,neutral
701,_OKeefe Yay! You`re on Twitter! You`re my secret celeb crush!  (too much info??),1,neutral
10914, but...he`s..mine  you told me a couple of weeks ago that you didn`t find any other guys hot apart from the ones you...,0,negative
206,just thought about how unfair 3 ppl have been 2 me n got depressed again  HATERS!!!,0,negative
18203, man i cant go on sunday cause im helping out all day at the piano recital. this sucks,0,negative
14667,It`s Just So Audioo.,1,neutral
2862,Im so tired and sick  i have to be better on Sunday so i can sing morning and night,1,neutral
9051,"I got a newer phone and I used the same email that I purchased the pro app on, but it won't let me install it again for free when I've already paid for it.",1,neutral
8312,Just downloaded music for over an hour.  Love when that happens,2,positive
13823, i know so lame,0,negative
21671, Wolverine is awesome.. love it! your such a great actor..,2,positive
5773,"Unable to import Wunderlist data, says nothing to import...",0,negative
11693," I love this!!  our body should tell us how much sleep it needs, and its always good to be mindful at mealtimes",2,positive
15999,The test today was killer. I didn`t even manage to finish on time.,2,positive
22567,I`m not looking forward to the crazy commute come with everything that`s going on down here,1,neutral
4704,"I told andrew that JT is going to cameo @ MTV movie awards. He said, 'he`s pissing me off.' guess they`re in a fight",0,negative
6534,going to bed soon,1,neutral
25545,Just had an iced coffee. Christ that tasted nasty,0,negative
8721,"Love this calendar up until a few days ago. The ads used to be fairly non-intrusive, which I get and could totally live with. Now they have a full screen animation that you have to wait on to use the calendar. Totally unacceptable when I'm with a customer. Absolutely do NOT recommended this calendar as currently configured.",0,negative
9504,Waking up with Star Wars End Title Song in my had is sorta awesome .. and also kinda creepy,1,neutral
4978, hey Samantha welcome  and happy mother`s day!!,2,positive
17501, lol. i get about the same reaction when i mention my new goal - kona triathlon now that boston marathon is done.,2,positive
22077, http://twitpic.com/24mer - i like Mr Piggls I mean Pickles!!,2,positive
100,4am. And Im on the beach. Pretty,2,positive
1155,Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now.,0,negative
6230,    - Overwhelming lead for Strawberry Lemonade!!  My husband voted for Banana Fosters tho.,2,positive
10337,Watching **** & The City at my brothers soccer game. I have totally defited the purpose of coming.. Hehe,1,neutral
21018,just got back from tori`s. watching shark boy and lava girl,1,neutral
6151, Yay! You finally get to have a trip away from home again! How exciting! You 2 going to shop a bit ?,2,positive
23910,leaving now  dont miss me too much tweetbeaks <3,0,negative
22678,_Diva_Dee26 teehee Im glad to entertain ye,2,positive
5403,I think I would be a good radio dj...I like awesome music and I have a great personality!!!!  ;) !!!   !!!,2,positive
23780,So physical therapy,1,neutral
6563,No es intuitiva,0,negative
7726, are you and melissa celebrities now?,1,neutral
2032,_08 hell yeah! i missed u last nite  lol do u like my opinion?,1,neutral
1559,Seems great so far. If you add an option to make the widget clear or transparent I'll give you money for premium. *edit- they literally added this for me in less than a week,2,positive
3440," It`s been fine for me for like, a week, but now it just won`t load.",1,neutral
3254, Cheers *lifts coffee cup* here here for Mondays,2,positive
440,Ready for tomorrow. My mommy will get her gift for Mother`s Day. Hope she LOVES it!,2,positive
2928," haha! i see...  go, wear BLUE! ) heey, ur watching JONAS! hahaha ) haven`t watched any ep yet.. hope it shows here soon!:p",2,positive
3896,Really cute app and I love it. But I wish there was a feature where you can pause the timer? Take a short break then resume studying. It'll be really nice,2,positive
2319,"Best to-do app I have used. It offers most of the features that other similar apps also offer, in a very simple user intefface: organize your tasks into lists, use tags, create smart lists, use two-way sync with Google Calendar. Finally, what makes it Excel over the competitors for me is that it also works as a daily/weekly planner, since the calendar view allows to drag and drop pending tasks into the day/week and also schedule start and end times for each task.",2,positive
24320,Snap. Breaking out again,0,negative
1334,"Out with Bre, Jimmy, and Jon P?",1,neutral
804,"  Hi, Thx for following  I teach some Chinese lessons on youtube, pls feel free to have a look www.youtube.com/ChineseLearn",2,positive
5900,"so what ... you take away wunderlist, make us use this much more convoluted app and do not even have a choice of widgets????",0,negative
10927,Happy Mother`s Day to all my twitter moms (including myself),2,positive
21335,I just got smashed in the face by a 5th grader thowing a football... Twice. Now I bleed,1,neutral
622,"I'm enjoying the user interface. It's has a nice aesthetic and more importantly has pretty much everything I need for putting down my tasks. However, the widget keeps freezing on my home page, and my completed tasks for a particular day don't show up in the app for that day.",2,positive
686, Lol Your tweets are so funny! I met you in Calgary! You`re awesome  Can`t wait for the next HP movie!,2,positive
9742,So so. I expected the ability to attach files to notes and a lot more flexibility with format.,1,neutral
16758,The sun is breaking through the clouds!...and now it`s covered up again.,1,neutral
2878, she forgot her words and then started crying  and she stopped singing but then carried on and then cried again so she stopped,0,negative
4624, and why can`t toy story come out this june,1,neutral
19055, http://twitpic.com/66r0u - uh wait...i thought this was the 29th...tonight,1,neutral
16166," no, im a people pleaser",1,neutral
17041, i need 2 b getting 2 sleep 4 the night. Have a good sunday,2,positive
9195," Hehe...until it comes back, your FB friends get a Twitter respite huh? JK!",1,neutral
3405,i ate so much,1,neutral
8264,Suddenly stopped giving audio reminders. Tried everything including re-installing and turning on all notifications. Uninstalled.,1,neutral
1722,It keeps showing java.lang.RuntimeException: Unable to start receiver com.ticktick.task.activity.widget.AppWidgetScrollable: java.lang.NullPointerException: Attempt to invoke virtual method 'boolean java.lang.Boolean.booleanValue()' on a null object reference at android.app.ActivityThread.handleReceiver(ActivityThread.java:3421) at android.app.ActivityThread.access$1300(ActivityThread.java:200) at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1684) at android.os.Handler.dis,0,negative
11679,Summer Glau to appear in Dollhouse next year http://tinyurl.com/mnrezc... I still can`t believe they won`t renew TSCC,0,negative
421,"I used to like this app, it is simple and easy to use. but lately it keeps deleting subtasks, or not saving correctly, so I go back to do thing I needed help remembering, it to find it gone. it also could be a lot easier to add a reminder notification",1,neutral
24510,GAWD!. If only that dream actually happened last night....,1,neutral
4969, of couuuurse fika  i`ll pray thes best for you then.,1,neutral
21214,eeehhh. my right eye`s twitching. gonna go and watch Boystown.  happy birthday!,2,positive
1966,"_by_spork haha I like it anyway, although i miss the spork in the pic... where did it go?",2,positive
5621,I`m enjoying this Sunday very much. No parents. No revision. Just like any other Sunday,2,positive
5794,"It's okay, but I migrated from wunderlist and I still miss it. Plus the widget keeps on breaking, not showing any tasks. When I delete it and put it back on the screen, it works again but only for a few days. Please fix this!",0,negative
11727,back in Durango. Chaperoning a party. interesting. catching up on my internet surfing and drinking a woodchuck. ha.,2,positive
3486,can`t wait to watch the next season of heroes,2,positive
21802,Im going bed i dnt feel well as always,0,negative
2673,"It's a great app. Really nice features. Does everything it says on the tin. But let me tell you: a productivity app won't do what it's meant to do unless it's usable offline. I really loved using it, but now I'm going back to the good old bullet journal.",0,negative
12127,"Just FYI, RUIN HOLLYWOOD IS CLOSED.  Last Friday was our Closing Night.",1,neutral
13169,_Melbourne Sounds good! Say hi if you run into me there! I`m always always having coffee there,2,positive
25206, Why aren`t you coming to Montreal?,1,neutral
10868, morning T! I love their breakfast! If I wasn`t stuck at the shop right now getting maintenance done to the ride!,1,neutral
25655,I`m not a fan of all day trainings I Novi. I`m one sleepy girl.,0,negative
2070, just email em to the email i gave u thanx awesome person,2,positive
8710, morning romina.,1,neutral
18404, what a cute dog,2,positive
15532," Will you uh, marry me?  haha just kidding. Kind of. You`re hot though. Just so you know.",2,positive
3062,watching chicago.  honeyyyy im with you I miss me some hey arnold! and wild thornberrys,0,negative
7615,Timeline keeps ignoring certain tasks and hardly ever actually notifies me. Good if I'm keeping an eye on it.,1,neutral
14188,i really should be in a bad mood. but.,1,neutral
6431,"Sencilla, práctica, y cumple como debería. Si buscás una app para anotar tareas o recordatorios está es la indicada. Lo mejor es que puedes tener la app tanto en celular como en ordenador y lo que anotas en uno se actualiza en el otro.",2,positive
9683,Hi Everyone miss me much?  muahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh ;),1,neutral
1664,Honest great app to get you to do the things you wanna get done,2,positive
22683,just woke up...feelin a lil better  <3,2,positive
9297,"Love it overall, but I had the worst time trying to get it to sync initially. I ended up installing the Google calendar app in order to get my Chromebook to sync on schedule, and then BC2 worked just fine (must have been the Chromebook?)",2,positive
6673, Awww  You`ll Be Fine...,2,positive
13387,"Thinking about Con Law, fighting a headache, & Paying bills...",1,neutral
1322, - Does the 1st show count? That would be the midnight show Thurs night/Fri morning,1,neutral
1563,Fighting with Nagios configuration.  Great tool but the config is a bit of a labour,2,positive
789,  If I told you how often I wash my hair you would never speak to me again,1,neutral
22544," what`s up? Not much, just listening to music  I`m in TX",1,neutral
7142,Cant add the widget to my screen. Id prefer having a widget instead of opening the app.,2,positive
557,"Subscription based (if you want non-trivial repeating tasks and no task repeating on completion option either), rather pay more upfront, uninstalling will stick with Toodledo.",1,neutral
3187,"Photo: Got my prints a few days ago, ready for the NorskArt exhibition  http://tumblr.com/xht1phgl3",1,neutral
3636,"Nice idea, but the problem is that i tried to see what happens if i close the app and use other stuff like games, it said that the tree would wither, but when i come back after playing the tree is still growing. Is this normal?",1,neutral
20983,Here why I like jeans  http://tinyurl.com/csbo8s,1,neutral
2952,Great app and service! The user base is amazing and the staff is awesome. No notification when a challenge ends and no way to automatically remove its associated tasks. Can't read the full text of challenge tasks before joining. The health/experience widget doesn't display any information.,2,positive
